Generation,Num_of_evaluations,Objective_value_fitness_best_i,Random_Seed,Algorithm,Best_Solution
0,8,4.067334900357081,23520108,CEM,"[76.2557073 , 82.04352979]"
1,16,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
2,24,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
3,32,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
4,40,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
5,48,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
6,56,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
7,64,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
8,72,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
9,80,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
10,88,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
11,96,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
12,104,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
13,112,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
14,120,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
15,128,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
16,136,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
17,144,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
18,152,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
19,160,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
20,168,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
21,176,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
22,184,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
23,192,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
24,200,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
25,208,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
26,216,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
27,224,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
28,232,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
29,240,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
30,248,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
31,256,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
32,264,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
33,272,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
34,280,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
35,288,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
36,296,0.151333523226309,23520108,CEM,"[-9.31207366, 22.17598362]"
37,304,0.1348158285826031,23520108,CEM,"[ 9.13719409, 12.9690918 ]"
38,312,0.1348158285826031,23520108,CEM,"[ 9.13719409, 12.9690918 ]"
39,320,0.1348158285826031,23520108,CEM,"[ 9.13719409, 12.9690918 ]"
