Generation,Num_of_evaluations,Objective_value_fitness_best_i,Random_Seed,Algorithm,Best_Solution
0,16,29.716832092446065,23520110,CEM,"[ 1.81115932, -0.48422714]"
1,32,10.996951238831384,23520110,CEM,"[1.80810699, 0.08178165]"
2,48,7.4315603092736655,23520110,CEM,"[ 0.13585291, -1.98436001]"
3,64,7.4315603092736655,23520110,CEM,"[ 0.13585291, -1.98436001]"
4,80,7.4315603092736655,23520110,CEM,"[ 0.13585291, -1.98436001]"
5,96,7.4315603092736655,23520110,CEM,"[ 0.13585291, -1.98436001]"
6,112,6.882249126852102,23520110,CEM,"[-1.01989542, -2.08566798]"
7,128,6.882249126852102,23520110,CEM,"[-1.01989542, -2.08566798]"
8,144,6.882249126852102,23520110,CEM,"[-1.01989542, -2.08566798]"
9,160,6.882249126852102,23520110,CEM,"[-1.01989542, -2.08566798]"
10,176,6.441968408185481,23520110,CEM,"[-8.19504811e-01, -2.99402673e-05]"
11,192,3.8219034318889094,23520110,CEM,"[0.87965872, 0.04046383]"
12,208,3.8219034318889094,23520110,CEM,"[0.87965872, 0.04046383]"
13,224,3.8219034318889094,23520110,CEM,"[0.87965872, 0.04046383]"
14,240,3.8219034318889094,23520110,CEM,"[0.87965872, 0.04046383]"
15,256,1.639069642070364,23520110,CEM,"[0.93792552, 0.00649159]"
16,272,1.639069642070364,23520110,CEM,"[0.93792552, 0.00649159]"
17,288,1.639069642070364,23520110,CEM,"[0.93792552, 0.00649159]"
18,304,1.639069642070364,23520110,CEM,"[0.93792552, 0.00649159]"
19,320,1.639069642070364,23520110,CEM,"[0.93792552, 0.00649159]"
20,336,1.639069642070364,23520110,CEM,"[0.93792552, 0.00649159]"
21,352,1.639069642070364,23520110,CEM,"[0.93792552, 0.00649159]"
22,368,1.639069642070364,23520110,CEM,"[0.93792552, 0.00649159]"
23,384,1.639069642070364,23520110,CEM,"[0.93792552, 0.00649159]"
24,400,1.639069642070364,23520110,CEM,"[0.93792552, 0.00649159]"
25,416,1.639069642070364,23520110,CEM,"[0.93792552, 0.00649159]"
26,432,1.3935234881477854,23520110,CEM,"[-0.02959071, -0.96114657]"
27,448,1.3935234881477854,23520110,CEM,"[-0.02959071, -0.96114657]"
28,464,1.3935234881477854,23520110,CEM,"[-0.02959071, -0.96114657]"
29,480,1.3340250160812204,23520110,CEM,"[ 0.00701979, -0.95404051]"
30,496,1.3340250160812204,23520110,CEM,"[ 0.00701979, -0.95404051]"
31,512,1.3340250160812204,23520110,CEM,"[ 0.00701979, -0.95404051]"
32,528,1.3340250160812204,23520110,CEM,"[ 0.00701979, -0.95404051]"
33,544,1.3340250160812204,23520110,CEM,"[ 0.00701979, -0.95404051]"
34,560,1.3340250160812204,23520110,CEM,"[ 0.00701979, -0.95404051]"
35,576,1.3340250160812204,23520110,CEM,"[ 0.00701979, -0.95404051]"
36,592,1.2877057176395112,23520110,CEM,"[ 0.03462676, -0.97816593]"
37,608,1.2877057176395112,23520110,CEM,"[ 0.03462676, -0.97816593]"
38,624,1.1525759243696818,23520110,CEM,"[ 0.01537833, -1.01859315]"
39,640,1.1525759243696818,23520110,CEM,"[ 0.01537833, -1.01859315]"
40,656,1.1525759243696818,23520110,CEM,"[ 0.01537833, -1.01859315]"
41,672,1.1068059658666733,23520110,CEM,"[-0.00620818, -1.01788464]"
42,688,1.1068059658666733,23520110,CEM,"[-0.00620818, -1.01788464]"
43,704,1.1068059658666733,23520110,CEM,"[-0.00620818, -1.01788464]"
44,720,1.0026792388156665,23520110,CEM,"[ 0.00168704, -1.00096494]"
45,736,1.0026792388156665,23520110,CEM,"[ 0.00168704, -1.00096494]"
46,752,1.0026792388156665,23520110,CEM,"[ 0.00168704, -1.00096494]"
47,768,1.0026792388156665,23520110,CEM,"[ 0.00168704, -1.00096494]"
48,784,1.0026792388156665,23520110,CEM,"[ 0.00168704, -1.00096494]"
49,800,1.0026792388156665,23520110,CEM,"[ 0.00168704, -1.00096494]"
50,816,0.9997121130643833,23520110,CEM,"[ 0.00205654, -0.99051505]"
51,832,0.9950949532969204,23520110,CEM,"[ 2.24807935e-05, -9.95786157e-01]"
52,848,0.9950949532969204,23520110,CEM,"[ 2.24807935e-05, -9.95786157e-01]"
53,864,0.9950949532969204,23520110,CEM,"[ 2.24807935e-05, -9.95786157e-01]"
54,880,0.9950949532969204,23520110,CEM,"[ 2.24807935e-05, -9.95786157e-01]"
55,896,0.9950949532969204,23520110,CEM,"[ 2.24807935e-05, -9.95786157e-01]"
56,912,0.9950949532969204,23520110,CEM,"[ 2.24807935e-05, -9.95786157e-01]"
57,928,0.9950949532969204,23520110,CEM,"[ 2.24807935e-05, -9.95786157e-01]"
58,944,0.9950949532969204,23520110,CEM,"[ 2.24807935e-05, -9.95786157e-01]"
59,960,0.9950949532969204,23520110,CEM,"[ 2.24807935e-05, -9.95786157e-01]"
60,976,0.9950949532969204,23520110,CEM,"[ 2.24807935e-05, -9.95786157e-01]"
61,992,0.9950949532969204,23520110,CEM,"[ 2.24807935e-05, -9.95786157e-01]"
62,1008,0.9950949532969204,23520110,CEM,"[ 2.24807935e-05, -9.95786157e-01]"
63,1024,0.9950949532969204,23520110,CEM,"[ 2.24807935e-05, -9.95786157e-01]"
64,1040,0.9949944003851598,23520110,CEM,"[-3.5130284e-04, -9.9519265e-01]"
65,1056,0.9949944003851598,23520110,CEM,"[-3.5130284e-04, -9.9519265e-01]"
66,1072,0.9949944003851598,23520110,CEM,"[-3.5130284e-04, -9.9519265e-01]"
67,1088,0.9949944003851598,23520110,CEM,"[-3.5130284e-04, -9.9519265e-01]"
68,1104,0.9949944003851598,23520110,CEM,"[-3.5130284e-04, -9.9519265e-01]"
69,1120,0.9949944003851598,23520110,CEM,"[-3.5130284e-04, -9.9519265e-01]"
70,1136,0.9949944003851598,23520110,CEM,"[-3.5130284e-04, -9.9519265e-01]"
71,1152,0.9949944003851598,23520110,CEM,"[-3.5130284e-04, -9.9519265e-01]"
72,1168,0.9949944003851598,23520110,CEM,"[-3.5130284e-04, -9.9519265e-01]"
73,1184,0.9949944003851598,23520110,CEM,"[-3.5130284e-04, -9.9519265e-01]"
74,1200,0.9949944003851598,23520110,CEM,"[-3.5130284e-04, -9.9519265e-01]"
75,1216,0.9949944003851598,23520110,CEM,"[-3.5130284e-04, -9.9519265e-01]"
76,1232,0.9949944003851598,23520110,CEM,"[-3.5130284e-04, -9.9519265e-01]"
77,1248,0.9949897313570766,23520110,CEM,"[ 2.40940122e-04, -9.94647812e-01]"
78,1264,0.994971915972986,23520110,CEM,"[-2.52963848e-04, -9.94987364e-01]"
79,1280,0.9949638459618839,23520110,CEM,"[-1.45794767e-04, -9.95012338e-01]"
80,1296,0.9949638459618839,23520110,CEM,"[-1.45794767e-04, -9.95012338e-01]"
81,1312,0.9949638459618839,23520110,CEM,"[-1.45794767e-04, -9.95012338e-01]"
82,1328,0.9949638459618839,23520110,CEM,"[-1.45794767e-04, -9.95012338e-01]"
83,1344,0.9949638459618839,23520110,CEM,"[-1.45794767e-04, -9.95012338e-01]"
84,1360,0.9949638459618839,23520110,CEM,"[-1.45794767e-04, -9.95012338e-01]"
85,1376,0.9949638459618839,23520110,CEM,"[-1.45794767e-04, -9.95012338e-01]"
86,1392,0.9949638459618839,23520110,CEM,"[-1.45794767e-04, -9.95012338e-01]"
87,1408,0.9949638459618839,23520110,CEM,"[-1.45794767e-04, -9.95012338e-01]"
88,1424,0.9949638459618839,23520110,CEM,"[-1.45794767e-04, -9.95012338e-01]"
89,1440,0.9949638459618839,23520110,CEM,"[-1.45794767e-04, -9.95012338e-01]"
90,1456,0.9949638459618839,23520110,CEM,"[-1.45794767e-04, -9.95012338e-01]"
91,1472,0.9949638459618839,23520110,CEM,"[-1.45794767e-04, -9.95012338e-01]"
92,1488,0.9949638459618839,23520110,CEM,"[-1.45794767e-04, -9.95012338e-01]"
93,1504,0.9949638459618839,23520110,CEM,"[-1.45794767e-04, -9.95012338e-01]"
94,1520,0.9949591885964217,23520110,CEM,"[ 2.22448646e-05, -9.94945673e-01]"
95,1536,0.9949591885964217,23520110,CEM,"[ 2.22448646e-05, -9.94945673e-01]"
96,1552,0.9949591885964217,23520110,CEM,"[ 2.22448646e-05, -9.94945673e-01]"
97,1568,0.9949591885964217,23520110,CEM,"[ 2.22448646e-05, -9.94945673e-01]"
98,1584,0.9949591885964217,23520110,CEM,"[ 2.22448646e-05, -9.94945673e-01]"
99,1600,0.9949591885964217,23520110,CEM,"[ 2.22448646e-05, -9.94945673e-01]"
100,1616,0.9949591885964217,23520110,CEM,"[ 2.22448646e-05, -9.94945673e-01]"
101,1632,0.9949591885964217,23520110,CEM,"[ 2.22448646e-05, -9.94945673e-01]"
