Generation,Num_of_evaluations,Objective_value_fitness_best_i,Random_Seed,Algorithm,Best_Solution
0,8,144.0426746297135,23520116,DE,"[ 0.35589648, -0.61985654, -2.43303953, -4.1145299 ,  1.91045611, -3.84349342, -1.16080239,  2.11018368,  1.02517273, -4.86060565]"
1,16,144.0426746297135,23520116,DE,"[ 0.35589648, -0.61985654, -2.43303953, -4.1145299 ,  1.91045611, -3.84349342, -1.16080239,  2.11018368,  1.02517273, -4.86060565]"
2,24,131.29441473485772,23520116,DE,"[ 0.04966994, -0.14489826,  1.04991633,  0.97042199, -3.4780533 ,  5.12      ,  2.0477461 ,  1.46782831,  1.72421428,  3.78556329]"
3,32,131.29441473485772,23520116,DE,"[ 0.04966994, -0.14489826,  1.04991633,  0.97042199, -3.4780533 ,  5.12      ,  2.0477461 ,  1.46782831,  1.72421428,  3.78556329]"
4,40,131.29441473485772,23520116,DE,"[ 0.04966994, -0.14489826,  1.04991633,  0.97042199, -3.4780533 ,  5.12      ,  2.0477461 ,  1.46782831,  1.72421428,  3.78556329]"
5,48,126.96930879367244,23520116,DE,"[ 2.97112576,  1.36775378,  0.04244487,  2.18011315, -0.75283144,  1.61843725,  1.37909316, -1.9955997 , -2.55961519, -3.01596977]"
6,56,126.96930879367244,23520116,DE,"[ 2.97112576,  1.36775378,  0.04244487,  2.18011315, -0.75283144,  1.61843725,  1.37909316, -1.9955997 , -2.55961519, -3.01596977]"
7,64,126.96930879367244,23520116,DE,"[ 2.97112576,  1.36775378,  0.04244487,  2.18011315, -0.75283144,  1.61843725,  1.37909316, -1.9955997 , -2.55961519, -3.01596977]"
8,72,126.96930879367244,23520116,DE,"[ 2.97112576,  1.36775378,  0.04244487,  2.18011315, -0.75283144,  1.61843725,  1.37909316, -1.9955997 , -2.55961519, -3.01596977]"
9,80,126.96930879367244,23520116,DE,"[ 2.97112576,  1.36775378,  0.04244487,  2.18011315, -0.75283144,  1.61843725,  1.37909316, -1.9955997 , -2.55961519, -3.01596977]"
10,88,126.96930879367244,23520116,DE,"[ 2.97112576,  1.36775378,  0.04244487,  2.18011315, -0.75283144,  1.61843725,  1.37909316, -1.9955997 , -2.55961519, -3.01596977]"
11,96,126.96930879367244,23520116,DE,"[ 2.97112576,  1.36775378,  0.04244487,  2.18011315, -0.75283144,  1.61843725,  1.37909316, -1.9955997 , -2.55961519, -3.01596977]"
12,104,126.96930879367244,23520116,DE,"[ 2.97112576,  1.36775378,  0.04244487,  2.18011315, -0.75283144,  1.61843725,  1.37909316, -1.9955997 , -2.55961519, -3.01596977]"
13,112,118.16673571142708,23520116,DE,"[ 2.97112576,  0.82502031,  3.08009406,  3.38168177,  1.26846756,  2.03446615,  1.29520557, -2.82327396,  1.23179265, -1.84079106]"
14,120,118.16673571142708,23520116,DE,"[ 2.97112576,  0.82502031,  3.08009406,  3.38168177,  1.26846756,  2.03446615,  1.29520557, -2.82327396,  1.23179265, -1.84079106]"
15,128,118.16673571142708,23520116,DE,"[ 2.97112576,  0.82502031,  3.08009406,  3.38168177,  1.26846756,  2.03446615,  1.29520557, -2.82327396,  1.23179265, -1.84079106]"
16,136,118.16673571142708,23520116,DE,"[ 2.97112576,  0.82502031,  3.08009406,  3.38168177,  1.26846756,  2.03446615,  1.29520557, -2.82327396,  1.23179265, -1.84079106]"
17,144,118.16673571142708,23520116,DE,"[ 2.97112576,  0.82502031,  3.08009406,  3.38168177,  1.26846756,  2.03446615,  1.29520557, -2.82327396,  1.23179265, -1.84079106]"
18,152,108.98172319805893,23520116,DE,"[ 1.2854047 , -5.0865978 ,  0.89367636,  1.61088967,  1.36779032, -1.98423011, -0.09322356, -0.08133553, -0.37348857,  0.09917243]"
19,160,108.98172319805893,23520116,DE,"[ 1.2854047 , -5.0865978 ,  0.89367636,  1.61088967,  1.36779032, -1.98423011, -0.09322356, -0.08133553, -0.37348857,  0.09917243]"
20,168,108.98172319805893,23520116,DE,"[ 1.2854047 , -5.0865978 ,  0.89367636,  1.61088967,  1.36779032, -1.98423011, -0.09322356, -0.08133553, -0.37348857,  0.09917243]"
21,176,108.98172319805893,23520116,DE,"[ 1.2854047 , -5.0865978 ,  0.89367636,  1.61088967,  1.36779032, -1.98423011, -0.09322356, -0.08133553, -0.37348857,  0.09917243]"
