Generation,Num_of_evaluations,Objective_value_fitness_best_i,Random_Seed,Algorithm,Best_Solution
0,128,323577.5140769599,23520108,CEM,"[ 3.24669191,  3.05197381,  2.15168485,  6.41935454,  5.57801474, -5.        ,  2.72884785,  1.04562807,  2.57851501, 10.        ]"
1,256,174376.1169717978,23520108,CEM,"[ 1.63824922,  4.79398703,  3.93983755, -0.91497499,  1.03266613, -2.34219725,  3.81806491, -4.93740357, -0.79283887,  9.39317047]"
2,384,104452.33577088102,23520108,CEM,"[ 3.45318631,  0.98017872,  5.46838042,  2.06639239,  1.73566255, -1.58997419,  1.42455752, -1.83276454, -0.87658611,  8.97807844]"
3,512,19838.139794476272,23520108,CEM,"[ 0.82268242,  3.46075546,  0.95142088,  1.95695177,  1.84390791,  0.10229436, -2.32567986,  2.41031238,  2.22265001, 10.        ]"
4,640,19838.139794476272,23520108,CEM,"[ 0.82268242,  3.46075546,  0.95142088,  1.95695177,  1.84390791,  0.10229436, -2.32567986,  2.41031238,  2.22265001, 10.        ]"
5,768,19838.139794476272,23520108,CEM,"[ 0.82268242,  3.46075546,  0.95142088,  1.95695177,  1.84390791,  0.10229436, -2.32567986,  2.41031238,  2.22265001, 10.        ]"
6,896,16438.132853459458,23520108,CEM,"[-1.68915673,  2.43896794,  1.86115119,  3.11132257,  2.28504877, -0.80711971, -0.16383064, -2.0274237 ,  1.71718401,  9.68873292]"
7,1024,16438.132853459458,23520108,CEM,"[-1.68915673,  2.43896794,  1.86115119,  3.11132257,  2.28504877, -0.80711971, -0.16383064, -2.0274237 ,  1.71718401,  9.68873292]"
8,1152,16438.132853459458,23520108,CEM,"[-1.68915673,  2.43896794,  1.86115119,  3.11132257,  2.28504877, -0.80711971, -0.16383064, -2.0274237 ,  1.71718401,  9.68873292]"
9,1280,9322.749182216838,23520108,CEM,"[ 0.2942515 ,  2.21517568, -1.53622799,  1.82595327,  1.84936357, -1.17343018,  1.2191008 , -1.90086768,  1.09561807,  3.55086723]"
10,1408,5353.532478638967,23520108,CEM,"[ 2.56584293,  1.47471383,  1.25266406, -1.65294731,  0.51558785,  1.39083756, -0.17217607,  0.17138812,  2.34932806,  5.31176099]"
11,1536,5353.532478638967,23520108,CEM,"[ 2.56584293,  1.47471383,  1.25266406, -1.65294731,  0.51558785,  1.39083756, -0.17217607,  0.17138812,  2.34932806,  5.31176099]"
12,1664,4325.870476533277,23520108,CEM,"[-1.73040953,  1.13173682,  0.85820784,  1.39747413, -1.26390816, -0.19769433, -1.52706598,  0.86846247, -1.01224328,  5.22484581]"
